uLock,inf
Fei USD,0.34242672605614644
Wrapped Ether,0
Tribe,0.8707472321075329
Wise Token,0.7349472440710088
USD//C,0.7707597529260966
Tether USD,0.8933946630440914
Wrapped BTC,1.320008342334404
M2,6.038268138601779
OPES Finance,4.677088936427026
Uniswap,1.7299991387753835
Frax,2.7646041479201813
HK Monetary Token,2.9186890693636087
Dai Stablecoin,2.3571348138902977
Wrapped MIR Token,39.43609368478974
Wrapped UST Token,36.81179542295649
ChainLink Token,3.4933004562444694
Wrapped DogeCoin,3.866293450078956
DefiPulse Index,4.349819344808566
Maker,4.745013441755873
Hermez Network Token,5.558657931744165
MT,1052.7433811543724
Acreage,1048.1755071927146
Rai Reflex Index,5.871855109018725
Wrapped ANATHA,5.935264245808867
Aave Token,5.952686802804237
Alchemist,6.564776212077049
DELTA.financial - deep DeFi derivatives,6.594755206757327
RootKit [Wrapped ETH],69.67844595186943
RootKit,62.13947828818891
HOPR Token,10.765781496516865
BarnBridge Governance Token,9.478834933266626
CARD.STARTER,9.75587184899996
Tokenlon,9.87155282472304
DAO Maker,10.045978814012415
Wrapped Mirror QQQ Token,46.84735875047045
Frax Share,12.891374651508158
Wrapped Mirror TSLA Token,46.88918068931707
Wrapped Mirror AAPL Token,46.93428324951856
Wrapped Mirror BABA Token,47.06201089814749
Wrapped Mirror NFLX Token,47.15315194810864
Wrapped Mirror TWTR Token,47.21701022819616
Wrapped Mirror AMZN Token,47.22964874156969
Wrapped Mirror SLV Token,47.42313733527408
TornadoCash,10.853582804951657
Wrapped Mirror GOOGL Token,47.85513516366518
renBTC,11.128096901389654
Wrapped Mirror MSFT Token,47.88804689746394
Wrapped Mirror USO Token,48.04197857368308
Wrapped Mirror IAU Token,48.469485679066565
Wrapped Mirror VIXY Token,48.474543134563646
Xi Transfer Coin,11.97137935824503
Evn Token,12.580708677685834
Rally,12.747456891838738
SAND,13.225005170732402
Ampleforth,13.749990038120814
Orion Protocol,13.83991603702816
PolkastarterToken,14.931979957971635
Finiko,16.114112158713397
Gnosis Token,15.29815079992295
GOVI,17.596357984466522
Wootrade Network,17.990841133474532
HEX,20.166955897786465
Lympo Market Token,479.96167597782005
Lympo tokens,462.212480748025
10Set Token,19.581539059336137
Dogecoin,20.601504503547403
WAX Economic Token,21.41322433366622
PoolTogether,21.43887976248334
Matic Token,21.474012367738396
UnFederalReserveToken,21.81571171955511
RAMP DEFI,22.17224469349094
Rena,22.302992329377958
Oiler,23.610074616439306
SuperFarm,22.969296775198018
Sheesha Finance,23.315294708947476
ETH 2x Flexible Leverage Index,24.346238485079084
DOGE KILLER,24.470977755596323
DEUS,119.84173546417878
DEA,143.95380723318885
MCDEX Token,25.336280139423252
Badger,27.849775160162608
Bond Appetite USD,27.713914742946145
DeGate Token,27.87336545726066
Wrapped CRES,27.191899811534313
Basic Attention Token,28.11878961462571
FEGtoken,29.045804135912476
KEEP Token,29.100465347250065
Nahmii,29.21838950564961
Binance Wrapped BTC,29.633139465602653
TrustSwap Token,29.761499757800266
Perpetual,29.784567992895973
Dogelon,30.13799187422046
BSG,30.7033584178007
ROOK,30.84831310300615
CHARLI3,30.90009684657889
Pinakion,31.26450038634175
Chain Games,31.565858528561876
Origin Dollar,33.37122939515393
Radicle,33.317167193112255
Coin Utility Token,32.68954129626036
@EthernityChain $ERN Token,32.74194657088992
renFIL,33.09999382010756
Robo Token,33.971518404192466
FARM Reward Token,34.24068057791192
stakedETH,34.322509777299274
STAKE,34.34377775306348
KIRA Network,34.55369262221029
SHIBA INU,34.943447228561126
Non-Fungible Yearn,34.99512163403233
Zks,36.5820485429831
XFIT,36.585534431294946
Shopping.io,36.1951024645914
Compound,36.41123846332448
yearn.finance,36.427254541109505
POW ETH-1.8W/M,37.639478318076726
CyberFi Token,37.84963444677305
Furucombo,37.89455027826807
Pundi X Token,38.208415550887366
VISOR,39.09542124586551
Audius,40.37856866457332
Bifrost,40.39169525559009
Futureswap Token,40.69089117025396
Curve DAO Token,40.75260819898722
Armor NXM,40.85780183799943
DEFI Top 5 Tokens Index,40.886180374584
Celsius,41.39407768559977
XIO Network,41.48412113239465
VesperToken,41.682656505752675
Amp,42.2056426918698
E-RADIX,43.002074446378174
EthereumMax,911.7007789643812
Concentrated Voting Power,42.45282692286855
Yield,42.463846995469794
STASIS EURS Token,43.704331111837746
RocketFuel,43.44367119645358
Axion,43.673344967872254
SIREN,43.8988735778712
yAxis V2,43.96864319632914
dego.finance,44.007424567031194
Mettalex,65.9689803681722
Fetch,109.86717911352207
Unistake,44.841237039385305
APY Governance Token,44.897703068816554
BankSocial,46.59741936579303
YfDAI.finance,46.64930565828581
Swapfolio,46.66168993863357
Ankr ETH,47.6694536309933
GET,48.30823519620026
POW BTC-35W/T,50.36038809316233
OriginToken,50.187142257555024
InsurAce,51.17112127452674
Ethereum Push Notification Service,50.54361817481731
WHALE,50.58964687372463
Akita Inu,50.62022591663481
Armor,50.62293656977272
SURF.Finance,50.62676920601916
DLP Duck Token,50.670955052697536
Wrapped Celo,50.848694237187374
BDPToken,52.43335240530723
Paxos Gold,52.61612086190689
Public Mint,53.119975007377434
Dextrust,53.33801696247974
Benchmark,53.54448074552238
Metaverse Index,53.65602597352154
Aragon Network Token,1515.574124932231
GeroWallet,55.37747327631405
Xfinance,56.258231458366936
https://unimex.network/,56.48807502465024
Rubic,56.67450848305816
SKALE,56.68238945786106
Whiteheart Token,56.75241169153378
Bridge Mutual,56.77729203789568
Unslashed Finance Governance Token,57.034810743280104
Cellframe Token,57.190286123975966
Lattice Token,57.6539670459897
Stake DAO Token,57.99724876000073
Republic Token,58.87506497232607
RND,1095.5065708815
XCAD Token,59.45140060630001
DEXTools,60.153640964619626
Robonomics,60.70337585625748
Muse,60.901538274556515
DIAToken,61.105171314264226
TopBidder,62.133768029189014
AllianceBlock Token,62.74269730769447
BAC,65.39458282065607
PickleToken,63.43718373796037
Synthetix Network Token,63.626470476147006
Coldstack,64.4521819666843
OptionRoom Token,63.759649483981775
RootKit ETH,125.35657496545718
Truebit,65.44887169831782
Minds,65.90828921375578
TrueUSD,66.01827591951223
Decentraland MANA,66.05368202669524
Davincij15 Token,66.14064618510747
HORD Token,66.21053857209336
Kirobo,66.95709413694203
Mask Network,67.76782507735516
Kishu Inu,67.31936444460734
Strong,69.41133268005797
cVault.finance,69.84652485934384
k21.kanon.art,69.97839590868534
One Eth,117.36996732688749
Archer DAO Governance Token,70.3757343360885
GraphLinq,70.48742695971487
Meta,73.04601912973703
xToken,70.74875710882588
pTokens BTC,70.95042952283075
COTI Token,71.99296565522855
Cure Farm,72.41086943210757
Digg,73.78014626296135
PAID Network,72.83977454475644
Golem Network Token,74.89989096745194
UniCrypt,135.5852562291784
Rio Fuel Token,76.03916657786249
POP!,76.34454825551438
Kokoswap Token,76.46032088984248
Moss Carbon Credit,77.73530412347463
Spice,77.45395126472431
Rocket Bunny,77.5403135626184
Ocean Token,174.41917493176152
Deeper Network,80.42262278281851
ZEN Exchange Token,80.18682591837933
Blank Token,81.54066449396123
unification.com/xfund,81.5628689503119
Kine Governance Token,82.14685899949109
Aurox Token,82.20988179415144
UniBright,82.42984540232828
Nexo,84.03577387575206
UniLend Finance Token,84.08786147819592
DAOfi,85.09416330970816
UniWhales.io,85.18213734706114
UNION Protocol Governance Token,85.24380082081916
SuperBid,85.81604301251355
Finxflo,85.92085167474215
LGCY Network,85.98594353409135
AirRaid.org,86.1459895938824
O3 Swap Token,87.4300896571549
Unilayer,87.737851164924
Vidya,87.9035696091687
BaoToken,88.0563790827182
Bidao,89.04590335017201
Nodeseeds.com Token,89.04664393677558
Bird.Money,89.24246207737087
Swipe,89.27355539056407
DuckDaoDime,123.41901689776569
Cyclone Protocol,89.32669625489689
Tadpole,89.34548195867865
Cardstack,89.68580796711285
Fractal Protocol Token,89.92784145628139
Enjin Coin,90.1413294714439
Lead Token,179.24320911340328
Mission Fund,96.01830335249542
Kyber Network Crystal,91.68747313492713
SushiToken,92.18301367030654
NOIA Token,92.37281084047208
PILLAR,92.4348272578427
NOBUNAGA,93.64077470457232
ZeroSwapToken,92.98780368580447
SmartKey,93.49677656454696
LoopringCoin V2,94.46464834670769
EthereumPay,94.51913365073051
Verox,94.64548659638785
tBTC,95.2250040064173
UniTrade,95.42505377369525
SHIBASWAP,95.56860915360448
PUSSY token,95.76216136982293
Everest ID,96.05891484726635
Balancer,96.06210255801852
chads.vc,96.68464055594995
World Token,97.20722442047554
Digital Antares Dollar,98.49781598477239
Terra Virtua Kolect,98.09173587252371
Graph Token,98.8637176299053
Carbon,98.92649671071013
ScifiToken,99.70582107133669
QuiverX,99.52648959760518
dForce,99.55780375400536
Injective Token,99.8158004671568
IceToken,99.84792312481477
Binance USD,100.62639978019615
BOND,100.18843348471273
THORChain ETH.RUNE,100.88684830592865
A2DAO Token,101.47744413410874
DeFiYieldProtocol,101.92973778031228
Modefi,101.97358285552036
Monavale,102.13090402135458
xSigma,102.79580185002123
MANTRA DAO,102.87486252229974
Request Token,103.011984169274
BiFi,103.27978352269929
Jupiter,103.29772876658353
NIX Bridge Token,103.54394657447483
Wrapped LUNA Token,103.69059643010405
Wrapped OMI Token,103.79879801123934
The Tokenized Bitcoin,103.84210865383284
LOX SOCIETY,104.44322174223635
Parsiq Token,104.64146094397256
1INCH Token,105.00450440809072
hoge.finance,105.39073361375267
Kylin Network,105.51558760775879
Sav3Token,106.19367723331743
Gold Hoe One,107.18858398380144
Secure Pad,107.91154821630153
Rari Governance Token,107.913875024542
Crowns,108.67366549472717
FalconSwap Token,109.11150350991738
decentral.games,109.4262038540819
Ethereum Pro,109.93918568913432
Panvala pan,109.96533978955267
GainSwap,110.25879398678262
LUKSO Token,110.38338296674374
BASv2,112.7531626551463
Unit Protocol,112.24482592363529
SYNC,112.33319671405661
Orchid,112.46454748962788
yfu.finance,117.19882720273927
Sora Token,114.27251808488836
